book_name,public_info,rating_num,comment_num
岩洞试胆比赛,CLAMP / 赵瑾 / 接力出版社 / 2003-1-1 / 7.80,9.0,(94人评价)
我的路5,寂地 / 黑龙江美术出版社 / 2009-08-01 / 25.00元,8.8,(7701人评价)
沧浪之水,阎真 / 人民文学出版社 / 2001-10 / 26.00元,8.5,(10102人评价)
长腿叔叔,[美] 简·韦伯斯特 / 艾柯 / 华文出版社 / 2002-1 / 19.80元,8.5,(7667人评价)
超合金社团（1、2）,LING、风息神泪 / 黑龙江美术出版社 / 2007-03-01 / 12.8,8.9,(2770人评价)
纽约琐记（修订版）,陈丹青 / 广西师范大学出版社 / 2007-11 / 48.00元,8.3,(5362人评价)
一万小时天才理论,[美] 丹尼尔·科伊尔 / 张科丽 / 中国人民大学出版社 / 2010-2 / 32.00元,7.4,(4112人评价)
C指针编程之道,2011-6 / 55.00元,6.8,(13人评价)
红胶囊的悲伤2号,红胶瓤  绘/文 / 知识出版社 / 2003-9 / 18.80元,8.2,(64人评价)
女人梦,杨二车娜姆 / 中国青年出版社 / 2002-9-1 / 19.00元,6.6,(45人评价)
前汉演义（下册）,蔡东藩 / 上海文化出版社 / 1979-7 / 1.30元,7.7,(41人评价)
退步集续编,陈丹青 / 广西师范大学出版社 / 2007-4 / 36.00元,8.2,(5331人评价)
魔法激战,CLAMP / 赵瑾 / 接力出版社 / 2003-1 / 7.80元,9.2,(58人评价)
红颜乱,朵朵舞 / 河南文艺出版社 / 2006-12-01 / 25.00元,7.3,(6777人评价)
四大元素卡,CLAMP / 赵谨 / 接力出版社 / 2003-1-1 / 7.8,9.2,(46人评价)
无敌咒语,CLAMP / 赵谨 / 接力出版社 / 2003-1-1 / 7.8,9.0,(52人评价)
C语言参悟之旅,2010-3 / 49.00元,7.0,(11人评价)
精通Matlab与C/C++混合程序设计,刘维 / 北京航空航天大学 / 2008-1 / 39.00元,6.6,(11人评价)
犬夜叉01,高橋留美子 / 田家 / 青文 / 2004.05 / 80元,8.2,(9180人评价)
城市猎人,[日] 北条司 / 内蒙古人民出版社 / 2005 / 6.90,8.6,(9091人评价)
C程序设计题解与上机指导,谭浩强 / 清华大学 / 2000-9-1 / 19.50元,6.3,(52人评价)
杜拉拉3,李可 / 江苏文艺出版社 / 2010-5 / 29.80元,7.5,(10003人评价)
镜·神寂,沧月 / 天津人民出版社 / 2007-8 / 25.00元,8.6,(9153人评价)
中国古典名著译注丛书,广州出版社 / 2001-07 / 114.00元(全12册),8.5,(25人评价)
梦中的大鸟,CLAMP / 胡楠 / 接力出版社 / 2003-1-1 / 7.80,9.2,(52人评价)
C语言大学实用教程,苏小红，陈惠鹏， / 电子工业出版社 / 2007-2 / 33.00元,7.6,(24人评价)
斯泰尔斯庄园奇案,[英] 阿加莎·克里斯蒂 / 丁大刚 / 人民文学出版社 / 2006-11 / 17.00元,7.9,(7275人评价)
草样年华Ⅱ,孙睿 / 长江文艺出版社 / 2005-9 / 18.00元,7.2,(8927人评价)
奇怪的门,CLAMP / 赵谨 / 接力出版社 / 2003-1-1 / 7.8,9.0,(43人评价)
Linux高级程序设计,2009-10 / 49.00元,6.9,(19人评价)
观月老师,CLAMP / 孟颖 / 接力出版社 / 2003-1 / 7.80元,9.0,(55人评价)
西太后的一生,何泽福、陆汉椿 吴名贵 / 少年儿童出版社 / 1980-08-01 / 0.35,7.1,(10人评价)
走进夜晚,叶兆言 / 春风文艺出版社 / 1997-10-01 / 17.98,6.2,(37人评价)
替身,[法] M·A·雷让 / 朱福铮 / 科学普及出版社 / 1996-1 / 5.00元,6.7,(13人评价)
